Date,Region,Product,Customers,Revenue,Operating_Cost,Marketing_Cost,Profit
2024-09-25,East,Credit Card,145,63973,27498,11404,25071
2023-09-13,North,Credit Card,473,164218,86706,13308,64204
2022-09-01,East,Credit Card,395,152820,64905,8871,79044
2024-04-15,South,Credit Card,131,195258,64689,18813,111756
2022-10-07,South,Mortgage,326,75589,65963,9566,60
2024-11-25,South,Insurance,364,92449,60594,4376,27479
2023-07-11,South,Mortgage,266,119864,79006,9778,31080
2024-06-16,South,Insurance,453,154849,73746,15686,65417
2024-11-12,West,Mortgage,329,108122,66218,2650,39254
2023-12-20,South,Mortgage,180,181233,57107,9380,114746
2024-07-20,South,Credit Card,135,175241,76965,7116,91160
2022-04-01,East,Insurance,377,32483,89940,15226,-72683
2023-01-25,South,Investment,415,190859,68598,18442,103819
2023-07-04,North,Investment,362,103687,31270,5070,67347
2024-07-19,South,Investment,415,49106,68326,18907,-38127
2024-11-27,West,Credit Card,142,138632,43676,18923,76033
2024-01-03,South,Investment,120,193787,48459,4780,140548
2023-05-15,East,Mortgage,375,195895,10630,13949,171316
2024-12-02,North,Credit Card,375,131439,25665,13116,92658
2024-05-20,North,Investment,381,196608,17159,13036,166413
2023-06-01,South,Credit Card,240,173364,18142,15439,139783
2022-03-09,South,Mortgage,263,183638,11291,9666,162681
2022-05-03,South,Credit Card,96,122996,86937,18127,17932
2022-12-02,South,Investment,267,141732,83445,13053,45234
2024-08-31,East,Credit Card,138,89346,60907,13483,14956
2024-02-18,East,Loan,324,42485,85626,16528,-59669
2023-02-27,North,Investment,276,20826,28613,4844,-12631
2024-07-27,South,Mortgage,446,181609,11811,5623,164175
2024-03-14,East,Insurance,266,28481,53275,5236,-30030
2023-09-26,East,Credit Card,289,40981,49682,17253,-25954
2024-12-18,North,Credit Card,350,182181,10769,17622,153790
2022-04-06,North,Investment,465,21080,75813,5247,-59980
2022-12-20,West,Investment,463,111767,35378,7355,69034
2024-08-24,East,Loan,390,55876,78844,3931,-26899
2024-07-11,North,Mortgage,431,192498,84995,16760,90743
2023-04-18,East,Credit Card,219,172351,57624,3265,111462
2023-03-06,East,Credit Card,414,146739,70246,14011,62482
2024-09-01,South,Insurance,281,83613,89101,2106,-7594
2023-06-21,South,Credit Card,157,34036,39456,4035,-9455
2022-03-28,South,Credit Card,377,199536,35229,14884,149423
2022-04-19,South,Loan,282,44252,83971,18829,-58548
2024-09-20,East,Insurance,219,22027,83658,3336,-64967
2024-04-01,West,Credit Card,184,105612,58743,10107,36762
2024-07-25,West,Credit Card,180,117331,49971,16925,50435
2024-10-01,West,Mortgage,86,195447,80601,15500,99346
2023-10-11,East,Credit Card,308,128463,36175,5354,86934
2022-07-10,West,Loan,451,140714,52124,14976,73614
2024-07-21,East,Credit Card,173,116669,25009,7573,84087
2022-05-22,North,Credit Card,475,132955,42644,12822,77489
2024-04-19,West,Investment,442,108209,77488,17788,12933
2022-06-17,East,Credit Card,490,38636,46823,16092,-24279
2023-07-20,North,Insurance,457,136714,56702,15605,64407
2024-01-14,South,Investment,312,81897,58728,7093,16076
2023-11-04,North,Insurance,402,143368,12065,2355,128948
2024-05-13,North,Insurance,266,97863,85747,7714,4402
2024-04-18,West,Loan,219,133855,21161,5954,106740
2023-06-15,South,Credit Card,147,46198,46691,7580,-8073
2024-08-31,South,Insurance,407,84239,11383,11578,61278
2023-07-16,West,Credit Card,235,184195,59020,9211,115964
2022-06-24,North,Credit Card,262,75450,88700,2968,-16218
2022-10-29,East,Loan,407,128111,59173,2806,66132
2022-07-04,West,Loan,361,113702,81896,3555,28251
2023-05-25,North,Insurance,281,99926,66148,11655,22123
2024-03-29,East,Insurance,491,78059,75004,19991,-16936
2022-06-05,West,Investment,451,187770,83928,9106,94736
2024-02-26,West,Credit Card,216,175104,24315,5047,145742
2024-03-05,South,Credit Card,355,123070,19480,3620,99970
2023-03-08,South,Loan,210,25258,46538,2922,-24202
2024-01-31,South,Loan,333,163589,21552,5577,136460
2022-05-27,East,Insurance,233,182207,12310,10186,159711
2023-04-26,West,Investment,74,110007,55472,7417,47118
2023-03-11,South,Investment,191,58871,24944,15602,18325
2022-03-10,South,Loan,232,62642,68298,14908,-20564
2024-05-24,West,Loan,133,181716,53100,10738,117878
2022-07-05,East,Investment,280,78790,31248,9958,37584
2024-06-22,South,Investment,440,59956,64900,7654,-12598
2023-11-13,North,Insurance,437,62479,31342,14010,17127
2022-07-23,East,Investment,272,24310,57283,18685,-51658
2023-07-08,South,Credit Card,207,172454,54327,17334,100793
2022-01-13,North,Investment,367,94067,57531,16919,19617
2023-10-28,South,Mortgage,234,28303,46134,2482,-20313
2022-02-20,East,Investment,470,115209,51491,3767,59951
2023-05-15,West,Loan,232,81821,11376,18798,51647
2023-01-04,West,Loan,134,180845,26258,11926,142661
2023-12-25,East,Mortgage,114,89717,84606,8995,-3884
2022-12-23,South,Credit Card,101,139144,52617,12878,73649
2024-10-23,East,Investment,52,86019,64922,11125,9972
2024-04-26,North,Investment,126,176528,42793,17111,116624
2022-09-13,South,Mortgage,184,72254,21990,12851,37413
2022-10-06,East,Insurance,375,60295,44341,16861,-907
2024-12-18,West,Insurance,119,191290,25647,19757,145886
2023-03-22,East,Credit Card,211,141803,75732,3202,62869
2022-04-23,South,Investment,145,175484,79743,8664,87077
2024-04-15,East,Investment,65,154363,28062,5724,120577
2024-01-25,West,Investment,279,87271,20172,12433,54666
2023-01-02,North,Loan,441,27280,15994,16885,-5599
2024-12-19,East,Insurance,454,95276,20035,3556,71685
2022-11-25,East,Mortgage,426,69998,31974,11884,26140
2023-12-29,North,Loan,316,194984,39053,14883,141048
2024-10-02,East,Loan,355,68052,13218,11087,43747
2023-12-21,West,Insurance,392,20887,22665,3201,-4979
2024-12-22,North,Investment,55,144796,17248,4751,122797
2022-07-03,West,Credit Card,159,173963,72478,14558,86927
2024-10-19,West,Mortgage,192,29503,12001,12420,5082
2022-11-07,West,Insurance,444,171509,59174,14546,97789
2022-06-26,South,Credit Card,204,55894,71775,4342,-20223
2024-04-26,North,Insurance,256,31506,68557,12188,-49239
2022-01-09,South,Insurance,478,155336,18147,14811,122378
2022-08-24,South,Insurance,215,21817,28712,3376,-10271
2023-12-11,East,Insurance,309,121484,65455,11978,44051
2024-07-12,North,Investment,222,74172,65579,18177,-9584
2023-11-16,East,Loan,443,50033,61290,11058,-22315
2024-03-04,South,Insurance,170,58947,14235,19190,25522
2024-11-17,East,Credit Card,487,43251,86819,6354,-49922
2024-03-18,West,Credit Card,462,155008,33890,7294,113824
2022-01-27,South,Credit Card,189,99187,48297,2523,48367
2023-07-04,West,Loan,489,35490,73470,3578,-41558
2022-03-26,North,Loan,217,58970,77172,2332,-20534
2024-11-19,East,Credit Card,133,140298,27322,10898,102078
2023-04-11,South,Investment,470,179393,39897,11838,127658
2022-01-12,North,Loan,243,179493,84651,6185,88657
2024-10-09,West,Loan,325,122200,26204,13017,82979
2024-11-19,East,Investment,317,178024,30504,3523,143997
2024-11-27,East,Insurance,87,96333,32386,11475,52472
2023-07-26,South,Loan,463,41466,31710,2267,7489
2024-07-02,East,Credit Card,352,61303,85153,8196,-32046
2022-06-29,East,Credit Card,387,174935,67511,18050,89374
2024-03-07,West,Investment,291,189905,76902,10463,102540
2024-11-10,West,Credit Card,379,45210,33618,14432,-2840
2023-03-17,West,Mortgage,248,147139,23322,17847,105970
2024-06-05,North,Credit Card,347,40761,72628,2028,-33895
2023-02-25,North,Investment,54,199249,83867,9675,105707
2023-04-13,East,Investment,481,72075,73968,13613,-15506
2023-12-14,North,Investment,420,108326,52245,19903,36178
2023-01-20,South,Mortgage,432,164719,18697,15998,130024
2022-11-10,West,Loan,404,112205,76373,2673,33159
2024-02-10,North,Insurance,152,21433,60091,11446,-50104
2024-08-16,East,Credit Card,484,114199,14308,11184,88707
2024-07-05,West,Loan,445,128497,10558,4224,113715
2022-01-23,North,Investment,187,21856,69427,8287,-55858
2022-12-05,West,Loan,342,136220,75105,14624,46491
2024-04-02,North,Loan,430,92397,84795,7026,576
2023-01-01,East,Mortgage,115,196869,25254,18345,153270
2024-07-03,North,Investment,116,62830,34982,16387,11461
2023-04-20,North,Investment,319,144607,78642,16872,49093
2022-01-27,North,Credit Card,96,188803,40012,8887,139904
2024-07-30,West,Credit Card,453,37879,68064,6331,-36516
2024-03-12,North,Credit Card,414,96603,14261,4428,77914
2024-03-11,North,Credit Card,418,175736,66499,16778,92459
2024-05-09,North,Loan,229,103848,79121,14747,9980
2024-05-13,West,Loan,117,78382,45262,7870,25250
2023-11-21,East,Credit Card,164,162500,19693,9028,133779
2024-01-09,East,Credit Card,75,109644,66672,15225,27747
2023-02-19,East,Credit Card,96,103787,88358,8063,7366
2024-09-08,North,Insurance,256,130491,18221,14716,97554
2023-03-05,West,Credit Card,122,100563,70178,18455,11930
2022-02-10,East,Insurance,308,73057,43446,4631,24980
2024-06-23,East,Credit Card,435,41913,34799,7634,-520
2024-10-08,East,Investment,474,132275,23851,12462,95962
2023-12-04,South,Mortgage,79,123384,66776,3711,52897
2022-03-20,West,Loan,470,36852,16319,15591,4942
2023-12-18,South,Investment,52,77984,57711,18129,2144
2023-06-28,North,Mortgage,58,48507,81820,5586,-38899
2023-04-19,East,Insurance,57,192468,46949,17001,128518
2022-10-21,North,Loan,58,126469,46327,8145,71997
2023-09-02,West,Insurance,425,49725,13466,7664,28595
2022-05-16,North,Insurance,450,45531,71792,10225,-36486
2023-04-29,North,Loan,201,73769,27831,4085,41853
2024-03-24,East,Mortgage,191,152757,82811,11933,58013
2023-07-09,West,Loan,487,134972,88002,9817,37153
2022-02-15,North,Credit Card,385,188772,74463,16496,97813
2024-12-07,South,Insurance,323,74663,44717,14921,15025
2022-07-17,East,Credit Card,472,185002,57742,17404,109856
2022-03-25,South,Loan,421,180402,14509,4107,161786
2023-06-27,East,Loan,480,145842,59926,2449,83467
2022-03-12,North,Mortgage,76,119875,35666,17371,66838
2023-06-04,East,Insurance,397,73161,59630,4763,8768
2024-06-16,North,Investment,120,98600,68505,13971,16124
2024-07-01,South,Loan,268,139430,79496,7266,52668
2024-12-11,North,Investment,339,198705,42357,19067,137281
2024-12-04,East,Insurance,305,165544,27700,16464,121380
2022-10-20,East,Credit Card,152,128741,10014,12479,106248
2024-07-26,East,Insurance,196,184396,57859,11415,115122
2024-03-22,South,Mortgage,439,92085,59274,12681,20130
2024-05-16,West,Investment,207,120304,77454,13637,29213
2023-01-15,South,Investment,397,109678,62195,9914,37569
2024-10-03,North,Credit Card,189,104424,20492,7569,76363
2022-09-19,North,Credit Card,192,91678,23643,15529,52506
2023-08-03,South,Loan,158,123632,69163,3183,51286
2022-12-23,South,Insurance,472,32511,26324,5079,1108
2023-11-29,North,Mortgage,408,54044,39917,13546,581
2024-11-02,North,Loan,369,92863,78303,13016,1544
2023-03-19,North,Insurance,113,137954,37127,14801,86026
2023-12-27,West,Credit Card,320,95128,55055,15904,24169
2022-10-13,West,Mortgage,235,157359,26942,7591,122826
2023-07-24,South,Credit Card,405,122529,20866,16493,85170
2024-04-19,South,Credit Card,372,197602,20135,16387,161080
2023-05-13,West,Investment,50,117320,24858,19872,72590
2023-12-06,East,Insurance,56,189650,76124,5374,108152
2023-07-16,West,Loan,442,84525,44121,3823,36581
2022-02-01,South,Investment,50,84461,27973,8955,47533
2022-02-12,West,Insurance,310,101328,67402,10031,23895
2023-07-13,East,Insurance,96,148743,83361,11872,53510
2022-09-27,South,Insurance,405,160720,46483,6767,107470
2024-07-31,North,Mortgage,315,180282,34783,14927,130572
2024-11-08,South,Investment,51,150896,28769,18044,104083
2022-02-06,West,Loan,72,83910,70628,16991,-3709
2022-04-02,West,Investment,408,193916,43077,14784,136055
2022-07-04,East,Credit Card,489,186787,32936,6061,147790
2023-12-29,West,Insurance,452,171636,77197,18020,76419
2024-11-17,East,Credit Card,471,189985,12185,7674,170126
2023-01-07,South,Investment,352,65262,45206,13652,6404
2024-04-11,West,Loan,133,159675,82061,6718,70896
2022-12-11,South,Credit Card,253,34936,19972,7408,7556
2022-03-19,North,Credit Card,276,48569,31184,11712,5673
2022-06-16,North,Mortgage,485,164925,44656,13422,106847
2022-09-21,East,Investment,301,192040,56590,18369,117081
2023-12-25,West,Credit Card,354,40791,74134,10226,-43569
2023-05-27,South,Investment,200,149847,25854,4567,119426
2023-07-30,South,Loan,296,147804,30941,14106,102757
2023-12-23,West,Credit Card,355,142668,25397,8735,108536
2023-03-07,South,Loan,66,102419,19862,6570,75987
2024-02-07,West,Credit Card,353,141740,85353,13511,42876
2023-04-08,West,Insurance,426,63657,30069,6429,27159
2022-04-11,North,Mortgage,51,188080,42258,9189,136633
2024-11-05,West,Mortgage,246,57264,55660,18821,-17217
2022-09-01,South,Mortgage,495,88510,21275,19264,47971
2022-04-15,West,Loan,390,78029,53000,16794,8235
2023-11-25,North,Investment,318,42064,77754,3232,-38922
2024-12-06,North,Mortgage,110,117881,82582,6466,28833
2024-12-02,East,Credit Card,316,112764,68873,6176,37715
2024-03-28,South,Credit Card,146,166156,41695,19748,104713
2022-08-09,West,Insurance,332,65841,16680,19548,29613
2022-05-24,South,Loan,296,189930,68809,9280,111841
2024-06-08,South,Credit Card,84,38698,23760,13004,1934
2024-11-17,West,Credit Card,323,65561,46713,13726,5122
2024-02-29,North,Insurance,117,196088,10194,8793,177101
2023-07-07,South,Insurance,238,169753,14251,11102,144400
2024-04-23,East,Investment,90,56447,30589,19530,6328
2023-10-21,South,Investment,145,70637,13530,11578,45529
2024-04-16,North,Investment,220,109048,77236,16842,14970
2024-10-15,East,Credit Card,482,147631,58456,9756,79419
2024-01-21,East,Insurance,444,61096,85836,17157,-41897
2022-09-06,East,Loan,116,145507,71407,19300,54800
2024-02-14,East,Investment,484,196300,13890,15469,166941
2024-02-03,West,Mortgage,357,54817,67118,14143,-26444
2023-11-23,West,Credit Card,168,123542,14692,3709,105141
2024-03-30,West,Loan,390,53624,55043,9977,-11396
2023-12-20,East,Credit Card,220,22837,62969,11708,-51840
2022-08-22,North,Investment,235,52120,27370,11414,13336
2022-01-24,South,Credit Card,119,117220,84011,16543,16666
2024-11-15,East,Investment,294,52688,68106,18517,-33935
2024-10-02,North,Credit Card,462,59753,78774,10500,-29521
2023-06-06,South,Investment,208,147830,68062,6631,73137
2022-01-17,East,Insurance,333,186106,18574,17471,150061
2022-09-02,South,Insurance,156,52733,82477,18800,-48544
2023-12-19,West,Insurance,483,108246,16492,11555,80199
2024-02-09,West,Insurance,85,79907,68134,12228,-455
2023-12-18,West,Insurance,397,159833,69332,4325,86176
2022-04-28,North,Mortgage,452,102117,38334,4876,58907
2022-01-09,West,Credit Card,244,154517,29978,3858,120681
2023-08-21,North,Insurance,317,74714,53079,7298,14337
2022-01-23,West,Mortgage,125,145977,79930,11731,54316
2022-08-28,West,Mortgage,329,129001,54924,2806,71271
2022-01-27,West,Credit Card,370,149136,27032,7150,114954
2024-09-10,North,Credit Card,397,162020,88808,7560,65652
2022-07-18,South,Investment,129,108423,71901,6296,30226
2024-02-14,North,Investment,454,174721,55342,15301,104078
2022-04-02,East,Insurance,147,43855,35408,5544,2903
2024-04-30,East,Loan,331,28903,25005,8643,-4745
2022-10-27,North,Investment,167,49716,51160,5238,-6682
2022-10-23,North,Loan,468,81113,44279,14312,22522
2023-10-09,South,Investment,272,180022,37164,13833,129025
2024-09-27,North,Mortgage,301,101866,10130,19571,72165
2024-12-18,West,Mortgage,129,132218,71174,12634,48410
2024-06-27,South,Mortgage,363,87888,21810,14761,51317
2024-05-20,North,Loan,219,61951,39633,4665,17653
2024-01-23,North,Insurance,462,187266,56376,4349,126541
2022-12-08,East,Investment,206,159388,83841,15144,60403
2022-03-03,South,Investment,442,196558,57568,18880,120110
2024-02-15,East,Loan,383,37244,62313,2385,-27454
2023-09-17,North,Mortgage,426,21314,69990,2744,-51420
2022-09-13,South,Insurance,377,90090,50480,15699,23911
2024-04-07,West,Investment,51,119361,58421,14098,46842
2024-10-10,North,Insurance,252,125190,62740,10644,51806
2023-09-07,North,Insurance,307,126425,77831,14752,33842
2022-09-02,East,Credit Card,300,146478,72002,18368,56108
2024-01-27,West,Insurance,416,101741,52560,8028,41153
2024-04-03,North,Credit Card,195,80230,13267,18250,48713
2024-02-19,East,Loan,374,177008,84937,12816,79255
2024-01-02,East,Mortgage,427,166601,84213,16508,65880
2024-05-27,North,Credit Card,490,193201,76212,11382,105607
2023-05-31,South,Insurance,456,185413,87958,4036,93419
2023-04-19,North,Mortgage,324,28511,51982,12993,-36464
2022-02-05,West,Insurance,68,141884,17482,18286,106116
2024-11-06,North,Insurance,491,126866,48281,10348,68237
2024-04-09,South,Credit Card,417,70960,59952,19758,-8750
2024-12-07,East,Loan,482,63423,77405,19120,-33102
2024-12-21,West,Insurance,478,75379,27315,18168,29896
2024-12-28,West,Credit Card,301,119920,72830,2410,44680
2023-01-01,West,Insurance,333,81357,76341,7592,-2576
2024-08-02,West,Mortgage,380,122982,72707,9537,40738
2024-09-02,South,Loan,99,156050,20038,11696,124316
2023-03-07,South,Insurance,444,115287,25773,2435,87079
2024-05-08,South,Loan,360,89436,67113,13255,9068
2022-08-18,South,Loan,186,153341,54841,10351,88149
2023-01-05,East,Mortgage,447,160197,53438,13649,93110
2022-06-27,North,Mortgage,275,188168,41698,4195,142275
2023-07-22,South,Investment,270,169681,11615,14344,143722
2024-03-03,North,Loan,162,101993,50316,5669,46008
2024-06-18,West,Insurance,198,125759,44265,7606,73888
2024-09-01,East,Mortgage,97,70521,11916,6607,51998
2022-03-23,East,Insurance,107,136143,70177,8831,57135
2024-04-25,North,Loan,246,96544,81432,14934,178
2024-02-01,North,Mortgage,274,144774,23783,4865,116126
2023-09-10,North,Investment,186,147093,52606,13041,81446
2024-10-30,East,Loan,244,136953,50835,14392,71726
2022-08-04,South,Insurance,255,158781,38982,13094,106705
2022-10-17,East,Investment,67,46376,67653,19770,-41047
2023-03-21,South,Loan,317,175929,38571,10791,126567
2024-07-11,West,Mortgage,264,179017,45838,19569,113610
2023-07-06,South,Loan,255,27465,68791,2626,-43952
2022-07-12,North,Credit Card,173,84095,57779,3322,22994
2022-10-16,South,Insurance,65,174662,74135,10223,90304
2023-08-06,South,Mortgage,214,25436,25549,9854,-9967
2024-05-06,East,Mortgage,197,84814,47115,3392,34307
2024-02-20,North,Credit Card,325,111049,15592,9637,85820
2024-06-14,West,Investment,448,20815,55872,3377,-38434
2024-07-08,South,Mortgage,282,70927,22505,16934,31488
2023-07-18,West,Investment,74,30419,15377,12550,2492
2022-01-13,North,Investment,450,142016,86446,6544,49026
2024-09-13,South,Investment,317,58044,75611,10003,-27570
2022-12-06,East,Loan,414,148914,65652,7904,75358
2024-05-14,West,Credit Card,475,138481,73040,5934,59507
2022-11-08,East,Insurance,344,79775,70347,14646,-5218
2024-01-03,West,Credit Card,489,72066,86093,9328,-23355
2022-12-05,North,Mortgage,486,191630,75211,2475,113944
2022-10-27,South,Credit Card,120,165381,84849,14425,66107
2022-12-25,West,Insurance,249,144681,65942,16179,62560
2022-06-18,East,Loan,96,30690,74332,16253,-59895
2024-01-31,West,Mortgage,74,124809,49107,13208,62494
2024-02-07,West,Loan,262,21167,62190,10665,-51688
2024-09-08,West,Mortgage,483,181891,64155,2801,114935
2022-02-11,West,Insurance,423,28448,70385,7005,-48942
2022-07-21,West,Loan,82,174961,55659,3497,115805
2024-08-27,West,Insurance,263,22435,22850,19764,-20179
2023-04-09,East,Insurance,260,143011,51476,11509,80026
2023-03-25,West,Credit Card,78,22674,63551,17786,-58663
2024-07-01,West,Mortgage,308,55219,57527,18411,-20719
2024-03-08,West,Investment,88,73566,62066,7032,4468
2024-03-04,South,Investment,309,163826,25444,6583,131799
2023-03-13,North,Loan,214,45378,34871,13191,-2684
2023-06-15,North,Insurance,144,160076,11988,15689,132399
2023-07-19,North,Credit Card,439,100952,54429,4010,42513
2024-05-21,East,Mortgage,269,117656,56857,5392,55407
2022-08-01,East,Loan,443,106679,80481,14339,11859
2024-08-06,East,Insurance,317,34611,33781,9780,-8950
2022-07-11,West,Investment,167,61457,71232,19767,-29542
2023-12-06,North,Investment,115,42427,40711,10923,-9207
2023-07-03,West,Mortgage,436,71704,34543,16585,20576
2022-06-03,South,Mortgage,242,93879,87525,7540,-1186
2023-07-25,North,Mortgage,369,170739,81602,11171,77966
2022-08-28,South,Loan,84,108343,61407,15718,31218
2023-01-09,South,Mortgage,457,144229,51405,6420,86404
2024-03-15,West,Loan,224,86933,80045,2580,4308
2024-03-09,North,Credit Card,161,39196,70214,4145,-35163
2023-09-03,South,Insurance,357,184120,50171,6986,126963
2023-11-19,North,Investment,339,141311,56121,18569,66621
2024-02-13,South,Loan,389,131056,76690,3766,50600
2022-05-23,South,Insurance,129,191600,47566,16125,127909
2022-09-29,West,Mortgage,160,160740,38581,14718,107441
2023-03-02,North,Investment,458,183385,64003,19800,99582
2022-02-15,West,Loan,462,158696,32919,5021,120756
2022-04-05,West,Mortgage,141,48563,24396,7982,16185
2022-03-05,West,Insurance,497,158578,70061,5644,82873
2023-02-17,West,Credit Card,486,87262,29249,10384,47629
2024-10-29,West,Insurance,235,138887,15188,3434,120265
2023-04-04,South,Loan,90,156300,34670,12433,109197
2023-04-15,North,Credit Card,136,158359,53215,10508,94636
2024-03-20,North,Credit Card,273,62435,63641,17561,-18767
2023-05-21,West,Mortgage,100,24997,49452,15911,-40366
2022-03-25,North,Insurance,175,84739,80365,15481,-11107
2022-02-28,South,Loan,195,189226,55545,18573,115108
2024-11-10,West,Credit Card,90,176564,67799,15430,93335
2024-07-06,East,Mortgage,404,174095,12017,18315,143763
2022-06-06,East,Credit Card,494,145213,26556,5819,112838
2023-07-30,South,Insurance,412,133624,72968,4224,56432
2024-04-16,South,Investment,73,134034,84310,3769,45955
2023-11-11,East,Loan,352,142428,29129,15034,98265
2022-07-22,West,Investment,333,38429,82932,4961,-49464
2022-11-14,South,Insurance,85,135357,72302,6580,56475
2023-02-10,East,Investment,326,124427,80361,15668,28398
2024-09-12,West,Insurance,233,133837,22669,10842,100326
2024-08-06,South,Insurance,374,79323,74703,16692,-12072
2024-12-29,North,Mortgage,203,79665,88799,16396,-25530
2023-05-10,North,Investment,231,163091,59600,3906,99585
2023-11-10,North,Credit Card,349,150528,75723,5786,69019
2024-04-14,West,Insurance,466,112844,21539,17883,73422
2022-07-13,South,Investment,203,79450,72968,16487,-10005
2022-11-04,East,Credit Card,426,116674,74833,2015,39826
2023-05-21,South,Loan,199,87181,24865,7199,55117
2022-10-08,North,Credit Card,453,23441,75449,7391,-59399
2023-11-06,North,Investment,51,151991,14553,17219,120219
2024-07-21,West,Investment,346,191222,13446,9026,168750
2023-12-16,East,Credit Card,103,189266,72927,13347,102992
2023-08-31,West,Credit Card,490,33710,52052,3165,-21507
2023-04-28,East,Insurance,451,81439,54156,4749,22534
2022-04-27,South,Investment,438,118715,87525,8873,22317
2024-08-25,West,Insurance,295,60187,81033,12689,-33535
2022-07-11,West,Insurance,95,81737,21413,9868,50456
2024-02-27,West,Loan,124,181788,80142,12456,89190
2023-09-10,North,Investment,198,55626,83280,9442,-37096
2023-05-31,North,Insurance,455,116975,62219,17853,36903
2022-11-03,East,Loan,52,127716,25587,10912,91217
2023-06-16,South,Insurance,58,63250,18112,4727,40411
2022-05-02,West,Insurance,51,88286,39374,19069,29843
2023-10-11,North,Investment,287,91850,75164,4775,11911
2023-08-15,West,Credit Card,77,69905,80258,6182,-16535
2024-05-19,East,Credit Card,339,168942,58635,8585,101722
2022-02-28,East,Investment,230,65313,62858,7451,-4996
2022-10-28,South,Credit Card,364,83959,88063,12977,-17081
2023-07-07,East,Mortgage,315,52716,44417,11881,-3582
2023-02-03,West,Credit Card,132,163510,61793,19733,81984
2023-05-30,South,Insurance,398,148381,29157,7316,111908
2024-03-15,South,Insurance,302,160704,62992,8230,89482
2023-05-13,North,Loan,307,23371,24344,12417,-13390
2024-07-30,West,Investment,97,67340,59607,6973,760
2023-06-12,East,Loan,183,139960,49688,15902,74370
2023-02-02,North,Insurance,349,34754,44129,11759,-21134
2023-03-12,West,Insurance,487,51296,11813,18569,20914
2024-04-19,West,Loan,248,117706,17652,18959,81095
2022-12-26,South,Mortgage,341,66531,78075,6428,-17972
2024-05-13,South,Credit Card,185,117469,22802,13134,81533
2023-09-26,West,Mortgage,132,167355,68358,6328,92669
2022-08-02,North,Mortgage,315,128426,78871,4912,44643
2024-07-04,South,Mortgage,466,165439,52452,12183,100804
2023-08-15,South,Mortgage,407,38753,41697,13471,-16415
2022-05-15,West,Credit Card,268,50779,56788,13126,-19135
2024-01-24,West,Investment,398,191005,58517,14582,117906
2023-01-21,South,Loan,68,158418,32397,6908,119113
2023-01-24,North,Mortgage,67,56538,86954,8035,-38451
2024-01-14,South,Mortgage,420,194284,69605,2914,121765
2023-12-05,West,Loan,228,109488,50341,12442,46705
2024-07-13,South,Loan,72,53859,62709,2858,-11708
2024-02-12,West,Investment,434,131838,78151,19103,34584
2024-05-13,South,Insurance,364,178117,41205,18530,118382
2024-11-25,West,Investment,293,109919,16698,15622,77599
2022-03-20,West,Insurance,156,111522,56106,8906,46510
2023-11-05,North,Credit Card,180,131594,67200,5446,58948
2022-11-08,West,Investment,59,131925,59184,7776,64965
2022-07-23,South,Credit Card,428,119147,31630,11149,76368
2024-09-11,West,Loan,248,149707,78379,10156,61172
2022-01-17,East,Investment,354,173809,45165,13067,115577
2023-04-21,South,Loan,361,37261,17009,6993,13259
2024-10-13,North,Mortgage,139,179690,71036,12289,96365
2022-07-29,South,Loan,193,58868,12738,5055,41075
2023-05-14,North,Mortgage,344,157584,88527,10258,58799
2023-03-05,East,Insurance,158,114019,65842,16227,31950
2022-02-27,North,Mortgage,401,54329,57365,11216,-14252
2024-09-20,West,Insurance,253,107367,59644,4180,43543
2023-06-06,East,Mortgage,93,193143,68076,8525,116542
2023-08-04,East,Mortgage,57,71306,17295,17270,36741
2024-06-17,North,Credit Card,441,36587,67238,11814,-42465
2023-09-13,South,Credit Card,350,41060,43037,7118,-9095
2024-12-03,North,Loan,444,96367,62023,18451,15893
2024-08-23,North,Credit Card,402,42463,23902,6192,12369
2024-06-28,East,Insurance,202,66748,64168,4845,-2265
2023-05-08,West,Credit Card,66,171165,67286,13008,90871
2023-05-14,South,Loan,388,133632,72353,10784,50495
2024-11-07,North,Investment,286,115080,60713,15123,39244
2023-08-28,West,Insurance,488,108890,27127,18969,62794
2024-08-05,West,Investment,384,131128,35948,12548,82632
2022-10-21,South,Insurance,105,131559,28663,12598,90298
2022-06-21,West,Loan,93,116282,61642,19237,35403
2023-06-15,North,Credit Card,358,94261,15702,2134,76425
2022-03-07,East,Investment,290,74214,84040,12278,-22104
2022-05-21,West,Investment,468,127235,34776,17798,74661
2023-03-22,East,Credit Card,88,111950,37915,19106,54929
2022-07-08,South,Loan,179,199403,83631,10036,105736
2022-06-07,South,Credit Card,147,165273,18328,2383,144562
2023-11-01,West,Mortgage,330,38696,36672,2612,-588
2022-09-03,East,Mortgage,471,178577,50528,6721,121328
2024-05-05,North,Mortgage,129,61333,60331,15635,-14633
2024-08-01,East,Investment,337,64908,35596,9277,20035
2024-01-18,West,Investment,384,39042,61116,9228,-31302
2024-11-22,East,Loan,283,113606,53822,12008,47776
2022-11-26,East,Insurance,383,85106,40894,2155,42057
2023-05-27,South,Credit Card,218,171771,89108,15009,67654
2024-04-29,West,Insurance,128,117178,39446,15039,62693
2024-12-30,East,Investment,120,65679,89186,19399,-42906
2022-03-20,West,Credit Card,312,185852,51375,13497,120980
2022-06-18,North,Investment,249,161216,50375,9925,100916
2024-03-20,West,Loan,260,91391,89101,9604,-7314
2024-09-09,North,Credit Card,67,44575,54458,10358,-20241
